CondA_SRR3105699	CondA_SRR3105698	CondA_SRR3105697	CondB_SRR3099587	CondB_SRR3099586	CondB_SRR3099585
ostta16g01080	157	285	164	317	275	250
ostta16g01090	113	212	95	178	162	108
ostta16g01095	37	108	62	105	90	23
ostta16g01100	16	31	9	21	29	10
ostta16g01110	12	30	27	11	8	50
ostta16g01120	13	37	21	35	26	16
ostta16g01130	0	0	0	0	0	0
ostta16g01140	14	44	19	25	7	21
ostta16g01145	13	79	17	4	15	71
ostta16g01150	55	83	60	72	54	46
ostta16g01160	38	60	44	45	34	30
ostta16g01170	159	377	118	108	78	22
ostta16g01180	190	368	182	172	155	28
ostta16g01190	509	1180	505	760	544	433
ostta16g01200	260	688	250	328	254	116
ostta16g01210	28	61	17	17	20	30
ostta16g01220	227	323	283	297	283	282
ostta16g01230	121	270	117	93	93	75
ostta16g01240	0	0	0	0	0	0
ostta16g01250	1216	3411	1108	809	847	803
ostta16g01255	119	225	154	180	130	86
ostta16g01260	47	76	37	18	13	51
ostta16g01270	83	117	101	91	75	28
ostta16g01280	61	160	154	153	148	34
ostta16g01290	186	431	185	245	214	82
ostta16g01295	8	5	7	4	6	7
ostta16g01300	1208	2259	1449	1974	1934	1032
ostta16g01310	36	66	48	29	43	60
ostta16g01320	311	846	332	339	247	289
ostta16g01330	225	464	299	393	324	271
ostta16g01340	306	574	317	424	354	1020
ostta16g01350	356	752	349	247	201	103
ostta16g01355	114	209	102	95	90	127
ostta16g01360	1095	2253	1176	1327	904	39
ostta16g01370	798	1871	655	806	614	110
ostta16g01380	486	1129	470	791	392	19
ostta16g01390	133	336	118	191	185	81
ostta16g01400	54	119	92	108	126	88
ostta16g01410	1713	3568	1492	2030	1679	1226
ostta16g01420	63	153	44	91	98	63
ostta16g01430	289	802	323	510	433	221
ostta16g01440	83	168	61	47	41	139
ostta16g01450	100	296	94	54	67	534
ostta16g01460	527	1039	799	1564	1197	347
ostta16g01465	33	49	50	61	47	17
ostta16g01470	221	489	286	355	254	170
ostta16g01480	137	312	146	254	228	149
ostta16g01490	167	268	163	241	231	113
ostta16g01500	538	1294	374	704	602	575
ostta16g01510	462	1116	547	1182	849	988
ostta16g01520	4015	6890	7272	6104	6983	6269
ostta16g01530	525	860	696	473	493	378
ostta16g01540	69	122	71	72	74	51
ostta16g01550	87	182	120	211	187	70
ostta16g01560	461	1208	476	411	288	3204
ostta16g01570	163	325	167	266	191	145
ostta16g01580	509	1115	546	538	510	533
ostta16g01590	140	266	164	196	147	109
ostta16g01595	206	455	177	320	177	220
ostta16g01597	90	191	87	124	120	129
ostta16g01600	406	948	375	687	586	660
ostta16g01610	80	158	145	85	98	39
ostta16g01620	1779	3978	2176	3432	3082	7079
ostta16g01630	1858	5268	1713	2765	2138	1869
ostta16g01635	8	19	13	10	3	2
ostta16g01640	242	508	267	313	263	279
ostta16g01650	167	269	164	183	169	168
ostta16g01660	43	91	60	74	59	25
ostta16g01670	1953	3777	2580	2466	1557	1097
ostta16g01680	11	16	9	8	5	2
ostta16g01690	447	863	497	735	494	160
ostta16g01700	103	175	153	163	84	32
ostta16g01710	586	1427	588	623	618	371
ostta16g01720	181	379	236	189	97	76
ostta16g01730	506	852	798	510	411	223
ostta16g01740	889	2101	543	1841	592	16
ostta16g01750	308	658	216	537	393	204
ostta16g01760	506	1021	666	530	254	29
ostta16g01770	793	1247	1189	840	367	368
ostta16g01780	721	1585	814	1284	1029	96
ostta16g01790	501	1187	592	373	322	101
ostta16g01795	513	881	1006	1056	1122	625
ostta16g01800	518	1191	575	1018	1115	1071
ostta16g01810	98	186	129	131	116	107
ostta16g01820	40	80	16	46	61	91
ostta16g01830	285	731	314	362	387	217
ostta16g01840	40	58	109	5	6	1
ostta16g01850	63	133	80	80	91	54
ostta16g01860	283	501	259	382	455	328
ostta16g01870	44	78	75	85	64	58
ostta16g01880	59	105	60	84	73	74
ostta16g01885	148	299	144	232	154	283
ostta16g01890	61	179	57	83	114	125
ostta16g01900	263	608	239	354	389	482
ostta16g01910	110	199	139	133	91	691
ostta16g01920	428	707	437	579	370	390
ostta16g01930	76	201	110	98	117	94
ostta16g01940	0	0	0	0	0	0
ostta16g01950	220	399	202	289	248	184
ostta16g01960	497	1241	438	295	265	239
ostta16g01970	86	170	81	106	77	33
ostta16g01980	705	1443	705	1512	1324	773
ostta16g01990	521	1305	401	656	636	715
ostta16g02000	2	27	5	1	18	7
ostta16g02010	107	712	139	35	198	201
ostta16g02015	668	1997	555	844	595	662
ostta16g02020	77	199	96	178	165	196
ostta16g02025	173	315	145	163	115	14
ostta16g02030	92	212	113	103	118	16
ostta16g02040	249	631	265	251	231	310
ostta16g02045	145	343	129	191	231	172
ostta16g02050	2	2	3	8	0	0
ostta16g02060	217	564	245	390	415	250
ostta16g02065	64	92	68	107	98	67
ostta16g02070	240	721	194	339	302	281
ostta16g02075	129	292	124	174	202	229
ostta16g02080	886	2149	806	1060	887	835
ostta16g02090	279	544	293	345	283	257
ostta16g02100	846	2483	951	1234	1509	1367
ostta16g02105	32	38	28	37	35	28
ostta16g02110	792	2016	523	1262	862	40
ostta16g02120	7245	26494	5750	8942	10195	10043
ostta16g02130	8496	33230	8445	10710	10737	10878
ostta16g02140	191	633	255	266	234	182
ostta16g02150	677	1971	763	634	700	2018
ostta16g02160	5807	13596	7768	9001	9815	12538
ostta16g02170	187	436	243	408	275	201
ostta16g02180	191	495	336	153	458	727
ostta16g02190	5679	24906	5855	6728	10114	7779
ostta16g02195	36	58	28	22	58	44
ostta16g02200	590	1092	620	997	849	1513
ostta16g02210	0	2	7	0	1	1
ostta16g02220	75	131	121	94	104	34
ostta16g02230	344	691	289	318	284	204
ostta16g02240	73	184	130	133	79	58
ostta16g02245	582	1114	640	1019	739	519
ostta16g02250	181	240	135	285	224	149
ostta16g02260	266	620	235	464	264	469
ostta16g02270	181	438	214	382	257	256
ostta16g02280	77	178	93	94	86	79
ostta16g02290	18	37	28	41	47	25
ostta16g02300	2698	5905	2510	1262	1534	718
ostta16g02310	3573	7375	5036	4905	4397	10193
ostta16g02320	68	176	86	138	65	111
ostta16g02330	130	270	114	211	197	148
ostta16g02340	8971	17523	10914	6480	5801	6765
ostta16g02345	773	1570	1164	1105	944	898
ostta16g02347	437	855	558	230	120	13
ostta16g02350	412	710	605	537	428	232
ostta16g02360	476	729	627	947	682	678
ostta16g02370	104	287	76	129	118	248
ostta16g02375	139	348	137	111	104	73
ostta16g02380	13	23	16	23	14	5
ostta16g02390	419	967	419	551	397	164
ostta16g02400	160	415	200	265	184	200
ostta16g02410	244	538	295	539	431	331
ostta16g02415	60	113	61	57	61	86
ostta16g02420	138	267	166	178	137	130
ostta16g02430	53	100	62	49	62	39
ostta16g02440	456	965	657	729	536	484
ostta16g02450	81	167	91	97	88	100
ostta16g02460	7	12	9	2	7	5
ostta16g02470	256	476	276	408	337	351
ostta16g02480	188	484	180	362	250	176
ostta16g02490	240	690	249	182	142	51
ostta16g02500	224	528	165	315	239	223
ostta16g02510	83	178	123	70	84	111
ostta16g02520	289	633	281	421	378	447
ostta16g02530	262	606	278	366	324	278
ostta16g02535	82	121	91	110	114	83
ostta16g02540	1598	3998	1366	2432	2049	2198
ostta16g02550	139	513	166	245	258	348
ostta16g02560	197	355	138	105	51	114
ostta16g02570	167	336	224	318	225	65
ostta16g02575	66	157	82	112	103	86
ostta16g02580	95	151	178	140	152	108
ostta16g02590	200	442	168	192	153	319
ostta16g02600	107	195	100	138	129	52
ostta16g02610	249	437	417	408	416	213
ostta16g02620	564	1110	573	940	912	576
ostta16g02630	37	57	49	70	53	14
ostta16g02640	3	4	2	3	1	1
ostta16g02650	151	335	110	138	108	80
ostta16g02660	1710	4685	1853	2834	2158	2401
ostta16g02670	209	517	252	241	159	143
ostta16g02675	136	332	118	63	121	92
ostta16g02677	49	66	69	59	64	40
ostta16g02680	529	1453	660	737	599	515
ostta16g02685	31	33	25	14	38	13
ostta16g02690	371	929	362	525	509	691
ostta16g02700	551	1137	635	1008	1108	991
ostta16g02710	344	851	328	442	479	419
ostta16g02720	308	718	358	517	351	173
ostta16g02730	0	1	0	0	0	0
ostta17g00010	217	515	271	336	302	200
ostta17g00020	61	170	40	87	46	43
ostta17g00025	16	39	14	14	9	13
ostta17g00030	970	2555	1057	1507	1204	1122
ostta17g00040	394	942	502	647	542	573
ostta17g00050	1630	3332	1887	2098	2442	1669
ostta17g00060	317	679	463	446	372	269
ostta17g00065	204	337	207	200	186	110
ostta17g00067	62	116	82	104	78	87
ostta17g00070	91	184	98	155	190	173
ostta17g00080	115	213	129	139	131	274
ostta17g00090	29	44	20	36	23	38
ostta17g00100	74	180	88	59	60	1446
ostta17g00110	97	248	97	140	103	109
ostta17g00120	20	48	41	59	41	21
ostta17g00130	258	528	279	283	303	785
ostta17g00140	53	99	57	108	56	63
ostta17g00150	18	32	22	30	27	19
ostta17g00160	73	123	73	109	55	81
ostta17g00165	142	337	120	238	175	299
ostta17g00170	205	478	252	295	226	152
ostta17g00180	50	72	40	63	61	58
ostta17g00190	530	1861	512	542	1169	1667
ostta17g00200	40	84	37	45	84	80
ostta17g00210	104	300	106	207	163	79
ostta17g00220	132	346	155	234	227	172
ostta17g00230	301	506	427	473	401	195
ostta17g00240	53	142	97	123	87	73
ostta17g00250	342	945	276	342	299	20
ostta17g00260	114	298	115	217	142	110
ostta17g00270	145	453	170	265	260	191
ostta17g00275	8	30	20	18	27	5
ostta17g00280	54	122	47	105	81	118
ostta17g00290	151	361	188	207	171	357
ostta17g00300	4	5	9	1	2	0
ostta17g00310	1617	2940	1710	1673	1351	4609
ostta17g00320	76	100	84	64	60	56
ostta17g00330	493	1405	525	543	774	772
ostta17g00340	28	29	15	25	23	52
ostta17g00350	143	301	190	243	202	80
ostta17g00360	404	628	413	527	531	518
ostta17g00370	3012	7207	2178	3554	2560	697
ostta17g00380	208	448	306	257	189	87
ostta17g00390	17	36	31	20	34	5
ostta17g00400	51	119	48	81	43	26
ostta17g00410	49	81	50	48	71	25
ostta17g00420	788	1409	1337	1305	1103	2755
ostta17g00430	430	942	368	198	191	959
ostta17g00440	18	39	14	21	21	49
ostta17g00450	7	4	1	3	1	5
ostta17g00460	1	2	2	0	0	0
ostta17g00470	55	102	38	74	53	37
ostta17g00480	77	178	93	197	188	86
ostta17g00490	904	2102	813	1617	1501	1509
ostta17g00500	144	454	154	146	166	165
ostta17g00510	171	312	167	150	165	170
ostta17g00520	296	614	275	382	302	402
ostta17g00530	72	134	66	85	65	78
ostta17g00540	124	210	116	144	89	99
ostta17g00550	238	463	214	255	294	207
ostta17g00560	321	1026	392	483	473	361
ostta17g00570	579	1160	775	1094	797	1659
ostta17g00580	1282	2340	1870	2121	1696	1699
ostta17g00590	133	214	153	144	87	89
ostta17g00600	18	28	36	24	40	32
ostta17g00610	361	714	310	472	409	290
ostta17g00620	301	619	303	515	451	186
ostta17g00630	1827	4802	1786	2848	2903	1996
ostta17g00640	95	173	82	61	40	6
ostta17g00650	113	243	160	223	236	243
ostta17g00660	57	133	53	102	74	109
ostta17g00670	439	1107	517	704	575	75
ostta17g00680	35	92	37	74	73	31
ostta17g00690	45	100	50	58	33	51
ostta17g00700	109	257	100	192	154	150
ostta17g00720	30	42	24	34	41	12
ostta17g00730	135	360	155	163	161	152
ostta17g00740	2290	4989	2329	3319	2911	5135
ostta17g00750	160	336	165	223	126	70
ostta17g00760	914	2398	1078	2356	2580	1705
ostta17g00770	2078	5072	2184	2164	1452	889
ostta17g00780	264	558	307	593	428	66
ostta17g00790	101	197	97	147	94	71
ostta17g00795	99	209	93	123	102	59
ostta17g00800	3	1	5	0	0	1
ostta17g00810	183	349	195	340	294	344
ostta17g00820	642	1305	1040	891	556	307
ostta17g00830	98	144	88	121	101	74
ostta17g00840	69	100	101	104	86	70
ostta17g00850	56	128	61	76	104	64
ostta17g00860	118	240	194	239	218	145
ostta17g00870	76	236	97	155	138	134
ostta17g00880	63	91	65	40	45	331
ostta17g00890	359	921	267	545	461	284
ostta17g00900	650	1797	644	1072	1029	431
ostta17g00910	21	31	26	29	35	32
ostta17g00920	121	207	62	99	97	118
ostta17g00930	163	346	229	345	371	248
ostta17g00940	255	599	230	344	268	69
ostta17g00950	241	659	217	485	370	238
ostta17g00960	220	435	246	279	280	270
ostta17g00970	926	1301	1286	2265	1709	1738
ostta17g00980	1373	2244	2399	2400	1689	1161
ostta17g00990	339	559	544	663	524	513
ostta17g01000	62	122	53	73	42	63
ostta17g01010	252	586	227	516	481	226
ostta17g01020	949	1868	986	1593	1359	1542
ostta17g01030	272	568	330	377	336	254
ostta17g01035	83	132	179	164	115	102
ostta17g01040	87	145	127	185	138	142
ostta17g01050	1369	4330	955	3110	1876	54
ostta17g01060	158	238	185	139	133	126
ostta17g01070	86	182	84	111	93	7
ostta17g01080	59	97	55	73	53	57
ostta17g01090	335	636	286	564	525	528
ostta17g01100	2896	4743	4009	2524	1718	1168
ostta17g01110	327	664	350	451	336	359
ostta17g01120	128	223	109	233	135	181
ostta17g01130	66	123	75	133	75	88
ostta17g01140	1877	3525	1847	2259	1635	1713
ostta17g01150	87	188	94	172	128	101
ostta17g01160	937	1903	1059	1256	1006	740
ostta17g01170	400	963	474	637	480	2558
ostta17g01180	569	1256	571	896	671	759
ostta17g01190	36	86	62	101	52	79
ostta17g01200	181	412	218	278	273	201
ostta17g01210	304	652	296	351	319	376
ostta17g01220	543	956	592	675	566	583
ostta17g01230	785	1788	801	1694	1658	1262
ostta17g01240	39	52	27	35	34	11
ostta17g01250	0	2	4	2	1	1
ostta17g01255	211	338	304	366	295	160
ostta17g01260	51	105	45	58	47	4
ostta17g01270	1745	3502	1942	2154	1007	740
ostta17g01280	1264	2928	1748	2996	3142	2686
ostta17g01290	217	375	237	433	393	379
ostta17g01300	112	294	126	137	122	85
ostta17g01310	11	23	18	0	3	5
ostta17g01320	83	174	57	113	119	70
ostta17g01330	107	256	154	216	172	113
ostta17g01340	123	292	118	184	168	4
ostta17g01350	1109	2177	1087	1188	805	569
ostta17g01355	19	39	25	46	33	5
ostta17g01360	16	42	12	2	9	83
ostta17g01365	11	21	28	15	24	18
ostta17g01370	68	144	108	97	105	76
ostta17g01380	398	1072	338	608	466	66
ostta17g01390	608	1056	690	750	739	1239
ostta17g01400	704	1320	735	808	619	1134
ostta17g01410	121	283	94	52	25	108
ostta17g01420	391	1029	311	457	499	569
ostta17g01430	114	236	84	212	128	104
ostta17g01440	112	265	82	181	112	13
ostta17g01450	53	92	73	53	40	55
ostta17g01460	41	71	39	37	47	678
ostta17g01470	1115	2885	890	2039	2152	1722
ostta17g01480	119	218	119	255	181	180
ostta17g01490	82	240	101	167	152	65
ostta17g01500	113	224	114	119	129	55
ostta17g01510	501	1130	515	205	123	48
ostta17g01520	34	87	48	54	56	11
ostta17g01530	94	237	101	138	159	211
ostta17g01540	6	45	14	7	26	36
ostta17g01550	102	246	84	124	109	108
ostta17g01560	303	672	340	786	856	946
ostta17g01570	149	257	144	174	123	169
ostta17g01580	89	169	171	195	121	75
ostta17g01590	236	410	304	467	420	371
ostta17g01600	90	176	77	52	39	8
ostta17g01610	330	813	277	443	590	463
ostta17g01620	203	508	247	352	290	287
ostta17g01630	96	242	136	211	116	124
ostta17g01640	201	656	171	135	128	31
ostta17g01650	636	1413	593	1127	932	1111
ostta17g01660	256	423	258	431	360	184
ostta17g01670	0	0	2	1	0	0
ostta17g01680	217	493	241	352	258	244
ostta17g01690	170	355	165	261	262	238
ostta17g01700	37	80	51	52	31	20
ostta17g01710	102	236	124	197	152	130
ostta17g01720	105	212	116	144	152	121
ostta17g01730	280	802	257	409	417	442
ostta17g01740	167	486	176	413	328	32
ostta17g01750	167	231	134	208	217	148
ostta17g01760	751	1226	1102	998	1120	549
ostta17g01770	39	75	54	91	81	41
ostta17g01780	133	295	137	245	171	85
ostta17g01790	372	731	360	739	786	849
ostta17g01800	276	746	257	301	264	95
ostta17g01810	23	52	11	56	56	517
ostta17g01820	157	467	167	192	190	35
ostta17g01830	274	597	241	249	271	228
ostta17g01835	549	1002	528	796	594	533
ostta17g01840	14	16	26	11	6	0
ostta17g01850	452	1222	425	486	634	367
ostta17g01860	603	1740	638	1130	1447	1378
ostta17g01870	933	1605	1417	1238	950	747
ostta17g01880	296	671	320	491	368	312
ostta17g01885	169	457	247	578	488	513
ostta17g01890	209	789	195	194	255	187
ostta17g01895	409	787	481	109	109	63
ostta17g01900	9	7	3	0	2	0
ostta17g01910	123	322	123	160	187	66
ostta17g01920	1671	3675	2324	2615	2733	2665
ostta17g01930	404	808	463	536	493	824
ostta17g01940	211	653	241	256	289	331
ostta17g01950	144	427	96	102	92	2
ostta17g01960	432	1066	478	855	859	1003
ostta17g01970	593	1510	520	1487	1395	1652
ostta17g01980	608	1270	664	1570	1514	1339
ostta17g01990	475	1006	502	698	523	560
ostta17g02000	463	1230	488	588	709	662
ostta17g02005	147	235	182	259	213	170
ostta17g02007	175	360	179	219	269	236
ostta17g02008	93	194	80	80	64	131
ostta17g02010	1006	2167	1308	1008	774	1159
ostta17g02020	79	136	132	157	107	49
ostta17g02030	7744	13621	7890	6567	5508	4528
ostta17g02060	173	288	173	320	296	68
ostta17g02070	524	892	571	863	667	602
ostta17g02075	549	1259	534	474	277	75
ostta17g02080	417	1152	469	1292	1453	120
ostta17g02090	902	2136	902	2351	2739	1075
ostta17g02100	8	9	17	1	3	1
ostta17g02110	434	754	306	563	406	606
ostta17g02120	163	448	185	246	185	27
ostta17g02130	284	538	364	658	498	214
ostta17g02140	103	264	115	218	134	42
ostta17g02150	406	721	526	387	357	879
ostta17g02160	205	472	158	65	40	5
ostta17g02170	236	762	212	185	188	637
ostta17g02180	174	386	268	360	272	1379
ostta17g02185	97	252	94	181	155	87
ostta17g02190	178	509	188	302	355	247
ostta17g02200	46	108	65	105	81	68
ostta17g02210	22	90	28	12	57	41
ostta17g02220	255	506	333	287	187	13
ostta17g02230	145	355	108	257	137	231
ostta17g02240	72	132	67	114	63	38
ostta17g02250	22	68	19	30	34	7
ostta17g02260	140	343	256	424	415	210
ostta17g02270	19	19	29	29	20	11
ostta17g02280	95	216	96	162	189	216
ostta17g02290	38	73	55	84	68	43
ostta17g02300	55	122	39	75	88	39
ostta17g02305	239	441	313	286	207	74
ostta17g02310	41	54	45	51	60	12
ostta17g02320	265	547	172	467	340	334
ostta17g02325	70	123	92	92	76	27
ostta17g02330	498	1187	507	1148	1322	1169
ostta17g02340	124	240	175	177	152	162
ostta17g02350	22	55	28	48	42	19
ostta17g02360	763	1261	721	1017	668	433
ostta17g02365	62	117	51	92	47	65
ostta17g02370	161	368	148	271	265	431
ostta17g02380	19	47	26	29	38	57
ostta17g02390	58	107	88	144	84	81
ostta17g02400	144	337	164	292	300	171
ostta17g02410	403	1072	500	674	628	463
ostta18g00010	30	45	34	11	13	6
ostta18g00020	109	235	129	180	175	107
ostta18g00030	63	112	65	110	100	28
ostta18g00040	36	71	44	51	42	35
ostta18g00050	83	182	62	129	55	39
ostta18g00060	250	444	272	427	280	185
ostta18g00070	63	122	91	103	85	40
ostta18g00080	409	1165	403	365	399	387
ostta18g00090	2752	5433	4212	471	444	1175
ostta18g00100	230	451	293	328	213	229
ostta18g00110	346	576	489	490	444	363
ostta18g00120	80	189	109	152	117	65
ostta18g00130	58	119	63	204	245	145
ostta18g00140	373	706	633	590	529	393
ostta18g00150	328	590	490	541	477	373
ostta18g00160	108	134	109	91	40	9
ostta18g00170	1163	2273	1422	1979	1461	1408
ostta18g00180	325	606	420	672	541	310
ostta18g00190	17	29	33	36	25	13
ostta18g00200	1683	3489	2042	941	889	2375
ostta18g00210	170	366	267	340	225	158
ostta18g00235	38	95	74	111	83	27
ostta18g00240	115	285	171	300	253	172
ostta18g00245	81	163	150	176	93	100
ostta18g00250	975	2898	1033	1391	1212	1109
ostta18g00260	116	204	108	193	161	28
ostta18g00270	569	1597	496	911	909	225
ostta18g00275	67	182	147	135	113	40
ostta18g00280	163	338	214	171	118	58
ostta18g00290	244	675	178	334	403	141
ostta18g00300	69	189	84	133	66	26
ostta18g00310	1010	2197	829	773	639	382
ostta18g00320	372	1031	299	271	272	285
ostta18g00330	5993	10874	7802	10810	7911	8114
ostta18g00340	566	1501	510	1065	1354	1442
ostta18g00350	105	254	125	372	247	269
ostta18g00360	285	731	301	287	296	297
ostta18g00370	1213	2246	1429	1877	1562	1761
ostta18g00380	759	1708	879	1384	1313	982
ostta18g00385	340	814	398	718	717	769
ostta18g00390	294	794	276	562	565	610
ostta18g00400	210	544	232	324	274	325
ostta18g00410	36	61	42	41	50	37
ostta18g00420	160	349	178	197	197	229
ostta18g00430	0	4	0	1	0	0
ostta18g00440	25	33	27	48	38	84
ostta18g00450	55	135	60	79	76	65
ostta18g00460	101	276	125	138	120	56
ostta18g00470	398	1264	377	744	939	858
ostta18g00480	242	551	211	339	327	342
ostta18g00490	836	2444	845	958	1064	1044
ostta18g00500	54	85	45	84	61	53
ostta18g00505	90	217	109	144	140	90
ostta18g00510	294	687	220	481	337	250
ostta18g00520	666	1707	666	1163	895	419
ostta18g00530	367	925	341	588	448	398
ostta18g00540	53	135	52	135	108	63
ostta18g00550	154	612	143	54	270	299
ostta18g00555	629	1739	524	915	840	827
ostta18g00560	196	431	201	250	261	269
ostta18g00570	17	27	39	53	35	1
ostta18g00580	625	1273	548	666	408	445
ostta18g00590	496	1005	561	517	257	366
ostta18g00600	24	51	28	30	52	31
ostta18g00610	73	127	83	119	109	60
ostta18g00620	1184	3009	1214	1816	1505	2044
ostta18g00630	301	586	494	178	124	221
ostta18g00640	50	62	44	72	19	9
ostta18g00650	462	1086	637	449	219	53
ostta18g00660	170	273	152	226	210	114
ostta18g00670	58	158	77	87	85	17
ostta18g00680	126	198	111	49	29	8
ostta18g00690	1090	3024	960	1750	1302	1172
ostta18g00695	60	582	82	18	145	147
ostta18g00700	170	1634	212	123	407	372
ostta18g00710	861	2182	826	1900	624	449
ostta18g00720	432	807	549	766	892	663
ostta18g00730	168	396	176	212	260	232
ostta18g00740	44	101	39	56	69	88
ostta18g00750	96	222	61	90	75	109
ostta18g00760	198	394	312	324	205	56
ostta18g00770	64	91	42	72	69	147
ostta18g00780	89	186	57	139	127	158
ostta18g00790	29	54	55	40	49	43
ostta18g00800	97	155	217	149	166	177
ostta18g00810	248	526	278	301	250	345
ostta18g00820	155	282	259	280	218	664
ostta18g00830	66	119	56	98	94	26
ostta18g00840	278	870	205	383	363	163
ostta18g00850	76	138	113	170	178	150
ostta18g00860	48	82	55	55	49	21
ostta18g00870	0	4	6	2	2	0
ostta18g00880	33	59	42	48	96	74
ostta18g00890	20	34	19	24	15	13
ostta18g00900	39	123	56	69	49	20
ostta18g00910	203	384	191	243	170	90
ostta18g00920	869	1722	1221	1705	1488	1293
ostta18g00930	376	778	334	708	668	623
ostta18g00940	756	1882	859	887	714	1387
ostta18g00950	163	377	174	194	227	272
ostta18g00960	354	881	330	293	271	153
ostta18g00970	2	9	5	3	5	3
ostta18g00980	127	279	158	211	232	159
ostta18g01000	114	269	177	144	150	138
ostta18g01010	267	557	269	307	237	160
ostta18g01020	226	586	206	467	438	520
ostta18g01030	109	198	84	154	123	120
ostta18g01040	9	27	10	11	3	6
